iter	Logloss
570	0.190728638
571	0.1905502598
572	0.1904525824
573	0.1903231001
574	0.1902509681
575	0.1901732041
576	0.1899551772
577	0.1898444567
578	0.1897419661
579	0.1896499641
580	0.1895386892
581	0.1893245915
582	0.1892050101
583	0.189056063
584	0.1889449157
585	0.1888249113
586	0.1884821873
587	0.1884127672
588	0.1883261625
589	0.1882189603
590	0.1880948862
591	0.1879790702
592	0.1878846714
593	0.1877818868
594	0.1876995281
595	0.1876158269
596	0.187512149
597	0.1872434762
598	0.1871097568
599	0.186824745
600	0.1866625918
601	0.1865976941
602	0.1864664767
603	0.186332144
604	0.1862297907
605	0.1861451878
606	0.1860497025
607	0.1859286984
608	0.1858661902
609	0.1857551366
610	0.1856742141
611	0.1855982505
612	0.1854905931
613	0.1853534303
614	0.1852611382
615	0.1851890506
616	0.1850895541
617	0.1849979076
618	0.1848945876
619	0.1847956214
620	0.1847126529
621	0.184635833
622	0.1845194329
623	0.1844248898
624	0.1842858989
625	0.1842060387
626	0.18407003
627	0.1839728082
628	0.1838460458
629	0.1837468662
630	0.1835219143
631	0.1834187292
632	0.183223304
633	0.1830497007
634	0.1828848058
635	0.1827745135
636	0.1825920151
637	0.1825109713
638	0.1823272755
639	0.1822458222
640	0.1821540429
641	0.1820450186
642	0.181949209
643	0.1818612659
644	0.1817398321
645	0.1815596423
646	0.1814705373
647	0.1813764523
648	0.1812994475
649	0.181243537
650	0.1811425875
651	0.1810063213
652	0.1808991046
653	0.1808218402
654	0.1807508817
655	0.1806682224
656	0.1805831912
657	0.18049467
658	0.1804155562
659	0.1803355147
660	0.1802551284
661	0.1801627439
662	0.1799580846
663	0.1799049373
664	0.1798159792
665	0.1797426663
666	0.1795013352
667	0.1793883913
668	0.1791909664
669	0.1791373811
670	0.1790738467
671	0.1789534739
672	0.1788408719
673	0.1787229053
674	0.1786273663
675	0.1785266753
676	0.1784249982
677	0.178326332
678	0.178256431
679	0.1781778605
680	0.1780659995
681	0.1779688957
682	0.177873386
683	0.1777221761
684	0.1776453967
685	0.1775759355
686	0.1774526824
687	0.1773554782
688	0.1772452422
689	0.1771880129
690	0.1770910966
691	0.1769803228
692	0.1769207329
693	0.1768338051
694	0.1767328155
695	0.1766046141
696	0.1765373419
697	0.1764135171
698	0.1763101491
699	0.1762479255
700	0.1761074225
701	0.176018191
702	0.1759418559
703	0.1758477564
704	0.175767447
705	0.1756812244
706	0.1755474408
707	0.1754769574
708	0.1753676889
709	0.1752516054
710	0.1751588848
711	0.175063396
712	0.1749376799
713	0.174883115
714	0.1747708071
715	0.174684272
716	0.1745826441
717	0.1744610246
718	0.1743455269
719	0.174297247
720	0.1742071907
721	0.1740733015
722	0.1740222862
723	0.1739241344
724	0.1737118461
725	0.173616068
726	0.173524052
727	0.1733905333
728	0.173313648
729	0.1732747293
730	0.1731927185
731	0.1731217106
732	0.1730028749
733	0.1728585812
734	0.1726850277
735	0.1725873739
736	0.1724915097
737	0.1723888804
738	0.1723311044
739	0.1722529388
740	0.1721659096
741	0.172074207
742	0.1719653581
743	0.1718197392
744	0.1717249596
745	0.1716578339
746	0.1715692256
747	0.1714881536
748	0.1714172053
749	0.1713451319
750	0.1712769498
751	0.1712132211
752	0.1711436313
753	0.1710630169
754	0.1709511424
755	0.1708747075
756	0.1708341196
757	0.1707384199
758	0.1705882928
759	0.1705388904
760	0.1704632981
761	0.1704063136
762	0.1703307062
763	0.1702650431
764	0.1701676599
765	0.1701095537
766	0.1700077222
767	0.1699198628
768	0.1697613343
769	0.16969531
770	0.1696031869
771	0.1695337959
772	0.1693998395
773	0.1693042615
774	0.1692143621
775	0.1691375009
776	0.1690722351
777	0.1689811239
778	0.168933116
779	0.1688651092
780	0.1687526272
781	0.1686607207
782	0.168610416
783	0.1684709554
784	0.1683987502
785	0.168297888
786	0.1681981808
787	0.1681112574
788	0.1680467865
789	0.1679979142
790	0.1679136623
791	0.1678398285
792	0.1677949336
793	0.1677072597
794	0.167642185
795	0.1675684283
796	0.1674834743
797	0.1674160869
798	0.167340394
799	0.1672820092
800	0.1672104509
801	0.1671424867
802	0.1670645671
803	0.1669668704
804	0.1668824167
805	0.1668135936
806	0.1667665068
807	0.1667049869
808	0.1666239182
809	0.1665802829
810	0.1665076572
811	0.1664017101
812	0.1663004525
813	0.166238899
814	0.1661080345
815	0.1660194513
816	0.1659304558
817	0.1658938512
818	0.1658366434
819	0.1657334946
820	0.1656245524
821	0.1655623414
822	0.1654510499
823	0.165362528
824	0.1652381156
825	0.1651477603
826	0.1650903518
827	0.1649718087
828	0.1649083632
829	0.1648086639
830	0.1647072233
831	0.1645977134
832	0.1645047735
833	0.1644479326
834	0.1643526911
835	0.1642578674
836	0.1641028976
837	0.1640400035
838	0.1639081298
839	0.1637949255
840	0.163701445
841	0.1636345018
842	0.1635445781
843	0.1634832924
844	0.1634105588
845	0.1633612432
846	0.1632805915
847	0.1631794802
848	0.1630962877
849	0.1630216641
850	0.1629357649
851	0.1628638041
852	0.1627606016
853	0.1626636192
854	0.1625871237
855	0.1624964846
856	0.1624268184
857	0.1623519148
858	0.1622564215
859	0.1621463145
860	0.1620976381
861	0.1620109234
862	0.1618710317
863	0.1618063903
864	0.1617185937
865	0.1616627759
866	0.1615626439
867	0.1614756486
868	0.1614254834
869	0.1613310955
870	0.1612476253
871	0.1611957917
872	0.1611323087
873	0.1610916606
874	0.161024744
875	0.1609521695
876	0.160811859
877	0.1607451287
878	0.1606442673
879	0.160558546
880	0.1604422309
881	0.1603355096
882	0.1602675353
883	0.1601719622
884	0.1601103119
885	0.1600126517
886	0.1599437884
887	0.1598524644
888	0.1597592052
889	0.1596753513
890	0.159606938
891	0.1595348219
892	0.1595024667
893	0.1594427265
894	0.1592643207
895	0.159155987
896	0.1591077696
897	0.1590740337
898	0.1589728354
899	0.1589090138
900	0.1588659813
901	0.1588002495
902	0.1587100093
903	0.1586436439
904	0.1585505847
905	0.1585121794
906	0.1584709301
907	0.1583901862
908	0.1583186807
909	0.1582331552
910	0.1581617419
911	0.1580655082
912	0.1579936517
913	0.1579172827
914	0.1578676946
915	0.1577663523
916	0.1576578239
917	0.1575682519
918	0.157508582
919	0.1574325865
920	0.1573484368
921	0.157272088
922	0.1571376036
923	0.1570522541
924	0.1569941073
925	0.1568965001
926	0.1568126224
927	0.156703541
928	0.1566195532
929	0.1564943529
930	0.1564315846
931	0.1562998028
932	0.1562501315
933	0.1562116064
934	0.1561063263
935	0.1560056412
936	0.1559527936
937	0.1557200573
938	0.1556601707
939	0.1555835156
940	0.1554979389
941	0.1553748052
942	0.155320372
943	0.1552398618
944	0.1551095264
945	0.155061638
946	0.1549910961
947	0.1549234953
948	0.1548398374
949	0.1547831228
950	0.1547096615
951	0.1546172971
952	0.1545582688
953	0.154396467
954	0.1543178989
955	0.1542488646
956	0.1541342302
957	0.1540480804
958	0.1539886434
959	0.153934361
960	0.1538920202
961	0.1538027788
962	0.1537291632
963	0.1536074753
964	0.1535513333
965	0.1534994536
966	0.1534092707
967	0.1533320323
968	0.1532986556
969	0.1532391063
970	0.1531835561
971	0.1531332193
972	0.1530673915
973	0.1529967475
974	0.152922733
975	0.152827952
976	0.1527628375
977	0.1526782248
978	0.1526300625
979	0.1525774456
980	0.1525462321
981	0.1524706747
982	0.1523994741
983	0.1523578914
984	0.1523082122
985	0.1522577997
986	0.1521716369
987	0.1520839601
988	0.1520361487
989	0.1519729415
990	0.1518978828
991	0.1518076058
992	0.1517252255
993	0.1516664286
994	0.1515366854
995	0.1514849465
996	0.1514224679
997	0.151336866
998	0.151285873
999	0.1512512452
